country,year,lat,lon,GID_1,GID_2,wealthpooled,households,urban_rural
angola,2011,-9.096796,13.6464,AGO.1,AGO.1.3,0.152510479092598,37,0
angola,2011,-9.172912,13.648187,AGO.1,AGO.1.3,-0.813847541809082,33,0
angola,2011,-8.159112,14.469092,AGO.1,AGO.1.5,-0.430856823921204,37,0
angola,2011,-8.159944,14.460016,AGO.1,AGO.1.5,-0.249424755573273,37,0
angola,2011,-6.013011,14.173505,AGO.18,AGO.18.2,-0.837387084960938,36,0
angola,2011,-5.869627,14.099057,AGO.18,AGO.18.2,-0.932220935821533,17,0
angola,2011,-5.872087,13.439567,AGO.18,AGO.18.4,-0.943604350090027,37,0
angola,2011,-5.897936,13.408697,AGO.18,AGO.18.4,-1.14929592609406,37,0
angola,2011,-12.106623,16.69557,AGO.3,AGO.3.7,-1.04850649833679,25,0
angola,2011,-12.186224,16.745166,AGO.3,AGO.3.7,-0.829582512378693,35,0
angola,2011,-11.383436,16.205631,AGO.3,AGO.3.1,-0.623327672481537,37,0
angola,2011,-11.342776,16.201752,AGO.3,AGO.3.1,-0.948899269104004,31,0
angola,2011,-12.216219,17.517328,AGO.3,AGO.3.2,-0.951153218746185,33,0
angola,2011,-12.170704,17.546887,AGO.3,AGO.3.2,-1.06607961654663,31,0
angola,2011,-12.13176,17.923544,AGO.3,AGO.3.6,-1.24290645122528,32,0
angola,2011,-13.913492,17.286135,AGO.3,AGO.3.5,-1.22812163829803,36,0
angola,2011,-13.751458,17.183673,AGO.3,AGO.3.5,-1.16334104537964,34,0
angola,2011,-12.91732,15.720189,AGO.9,AGO.9.5,0.902192950248718,32,0
angola,2011,-12.747986,15.767361,AGO.9,AGO.9.5,0.209765985608101,30,0
angola,2011,-12.79096,15.743495,AGO.9,AGO.9.5,-0.164373964071274,26,0
angola,2011,-12.875445,15.760207,AGO.9,AGO.9.5,-0.212368860840797,35,0
angola,2011,-12.743259,15.761831,AGO.9,AGO.9.5,0.206417515873909,37,0
angola,2011,-12.772853,15.756213,AGO.9,AGO.9.5,0.29319104552269,34,0
angola,2011,-12.984558,15.943458,AGO.9,AGO.9.5,-0.0407793372869492,36,0
angola,2011,-12.73975,15.662196,AGO.9,AGO.9.5,-0.367856502532959,35,0
angola,2011,-12.537665,16.250486,AGO.9,AGO.9.3,-0.818283557891846,35,0
angola,2011,-12.565216,16.261759,AGO.9,AGO.9.3,-0.871328175067902,34,0
angola,2011,-13.43746,15.412271,AGO.9,AGO.9.2,-0.835232496261597,37,0
angola,2011,-13.530546,15.460572,AGO.9,AGO.9.2,-0.909515857696533,12,0
angola,2011,-11.971578,16.488123,AGO.9,AGO.9.8,-0.80119651556015,36,0
angola,2011,-5.564471,12.20079,AGO.4,AGO.4.3,1.03297924995422,32,1
angola,2011,-5.57374,12.192002,AGO.4,AGO.4.3,1.30253994464874,31,1
angola,2011,-9.527211,16.338669,AGO.14,AGO.14.9,0.643735647201538,37,1
angola,2011,-9.542977,16.318552,AGO.14,AGO.14.9,1.17173480987549,37,1
angola,2011,-9.692947,14.432255,AGO.6,AGO.6.5,0.945922434329987,37,1
angola,2011,-9.68139,14.435284,AGO.6,AGO.6.5,0.211902379989624,36,1
angola,2011,-7.61528,15.052982,AGO.17,AGO.17.16,1.83545529842377,34,1
angola,2011,-7.619236,15.061034,AGO.17,AGO.17.16,1.37665677070618,37,1
angola,2011,-7.768684,15.252056,AGO.17,AGO.17.10,1.06142520904541,37,1
angola,2011,-7.774466,15.251551,AGO.17,AGO.17.10,0.656859934329987,37,1
angola,2011,-4.593331,12.862203,AGO.4,AGO.4.1,0.0344385989010334,34,0
angola,2011,-4.465606,12.862364,AGO.4,AGO.4.1,-0.622969925403595,11,0
angola,2011,-9.598896,21.581054,AGO.13,AGO.13.3,-1.2406439781189,36,0
angola,2011,-9.055912,21.48238,AGO.13,AGO.13.3,-1.21234536170959,24,0
angola,2011,-10.556164,22.039559,AGO.13,AGO.13.3,-1.12801134586334,37,0
angola,2011,-10.559984,22.166975,AGO.13,AGO.13.3,-1.03623521327972,37,0
angola,2011,-11.210758,19.821867,AGO.13,AGO.13.2,-1.23323953151703,37,0
angola,2011,-11.150213,19.794632,AGO.13,AGO.13.2,-1.25253260135651,28,0
angola,2011,-7.695138,21.382575,AGO.12,AGO.12.1,-1.01315188407898,37,0
angola,2011,-7.728569,21.314003,AGO.12,AGO.12.1,-0.952350854873657,37,0
angola,2011,-7.36819,20.809591,AGO.12,AGO.12.4,-0.157152786850929,37,0
angola,2011,-7.384159,20.796074,AGO.12,AGO.12.4,-0.794834494590759,37,0
angola,2011,-9.761993,19.65721,AGO.12,AGO.12.7,-1.03277003765106,36,0
angola,2011,-9.726207,19.631708,AGO.12,AGO.12.7,-1.12079250812531,36,0
angola,2011,-9.500242,17.465337,AGO.12,AGO.12.9,-0.955533027648926,37,0
angola,2011,-9.498591,17.830035,AGO.12,AGO.12.9,-1.14300203323364,37,0
angola,2011,-9.568134,16.201997,AGO.14,AGO.14.9,-0.722014427185059,36,0
angola,2011,-9.661635,16.297115,AGO.14,AGO.14.9,-1.06794846057892,37,0
angola,2011,-9.469572,16.157832,AGO.14,AGO.14.1,-1.02397954463959,29,0
angola,2011,-9.445209,16.151481,AGO.14,AGO.14.1,-0.958844065666199,21,0
angola,2011,-8.354865,16.118953,AGO.14,AGO.14.2,-0.677431762218475,24,0
angola,2011,-8.378798,16.116516,AGO.14,AGO.14.2,-1.18170702457428,21,0
angola,2011,-8.809969,16.79541,AGO.14,AGO.14.5,0.409049183130264,34,0
angola,2011,-8.821804,16.767913,AGO.14,AGO.14.5,-0.8000448346138,37,0
angola,2011,-8.495734,16.404243,AGO.14,AGO.14.5,-1.13720452785492,29,0
angola,2011,-8.52078,16.361114,AGO.14,AGO.14.5,-0.920501232147217,24,0
angola,2011,-10.972333,17.549232,AGO.14,AGO.14.8,-0.858869731426239,36,0
angola,2011,-10.999863,17.564071,AGO.14,AGO.14.8,-0.577543020248413,31,0
angola,2011,-9.478349,16.860985,AGO.14,AGO.14.12,-0.810440599918365,33,0
angola,2011,-9.481052,16.859833,AGO.14,AGO.14.12,-0.934135735034943,33,0
angola,2011,-9.271637,15.235037,AGO.6,AGO.6.9,-1.01384294033051,34,0
angola,2011,-9.253066,15.241698,AGO.6,AGO.6.9,-1.09577298164368,28,1
angola,2011,-8.177555,15.379147,AGO.6,AGO.6.1,-0.666117131710052,37,0
angola,2011,-8.205036,15.397273,AGO.6,AGO.6.1,-0.983263194561005,35,0
angola,2011,-8.896356,15.599051,AGO.6,AGO.6.13,-1.12501680850983,35,0
angola,2011,-8.989537,15.580459,AGO.6,AGO.6.13,-0.752867877483368,25,0
angola,2011,-7.790408,15.392677,AGO.17,AGO.17.10,-1.02324163913727,37,0
angola,2011,-8.02952,15.575171,AGO.17,AGO.17.10,-0.882599413394928,31,0
angola,2011,-6.066164,15.087652,AGO.17,AGO.17.7,0.157952710986137,37,0
angola,2011,-6.081505,15.064407,AGO.17,AGO.17.7,-0.481426566839218,37,0
angola,2011,-6.661051,15.11861,AGO.17,AGO.17.6,-0.600045263767242,12,0
angola,2011,-6.696079,15.13254,AGO.17,AGO.17.6,-0.543602764606476,22,0
angola,2011,-7.549677,15.45235,AGO.17,AGO.17.5,-1.0471408367157,37,0
angola,2011,-7.285451,15.377354,AGO.17,AGO.17.5,-1.16298651695251,37,0
angola,2011,-6.492766,16.196565,AGO.17,AGO.17.12,-0.969230234622955,36,0
angola,2011,-6.613551,16.243775,AGO.17,AGO.17.12,-0.901126623153687,37,0
angola,2011,-6.622739,16.385077,AGO.17,AGO.17.12,-0.884259283542633,37,0
angola,2011,-6.58359,16.463289,AGO.17,AGO.17.12,-0.894660949707031,35,0
angola,2011,-6.476821,15.739399,AGO.17,AGO.17.7,-1.02182984352112,37,0
angola,2011,-6.496367,15.90848,AGO.17,AGO.17.4,-1.02714169025421,37,0
angola,2011,-14.924358,13.499334,AGO.10,AGO.10.10,1.13657021522522,37,1
angola,2011,-14.921202,13.4958,AGO.10,AGO.10.10,1.81660413742065,36,1
angola,2011,-14.916416,13.501424,AGO.10,AGO.10.10,1.8642486333847,33,1
angola,2011,-14.926751,13.495507,AGO.10,AGO.10.10,1.57822442054749,35,1
angola,2011,-14.912081,13.501654,AGO.10,AGO.10.10,1.33544158935547,34,1
angola,2011,-14.925065,13.495747,AGO.10,AGO.10.10,1.67197489738464,35,1
angola,2011,-14.920751,13.493788,AGO.10,AGO.10.10,1.54196131229401,35,1
angola,2011,-14.91614,13.508469,AGO.10,AGO.10.10,1.72541570663452,32,1
angola,2011,-17.066422,15.719677,AGO.8,AGO.8.2,1.00921046733856,37,1
angola,2011,-17.06959,15.705331,AGO.8,AGO.8.2,1.38325881958008,37,1
angola,2011,-15.121938,12.141942,AGO.16,AGO.16.3,0.800037503242493,33,1
angola,2011,-15.193016,12.161707,AGO.16,AGO.16.3,2.11094522476196,32,1
angola,2011,-15.81808,11.82366,AGO.16,AGO.16.4,1.42686855792999,32,1
angola,2011,-15.798489,11.856787,AGO.16,AGO.16.4,1.15505421161652,34,1
angola,2011,-15.808056,17.921414,AGO.5,AGO.5.7,-1.11222183704376,37,0
angola,2011,-15.469869,17.996156,AGO.5,AGO.5.7,-0.859808743000031,35,0
angola,2011,-15.498097,17.98579,AGO.5,AGO.5.7,-0.878539800643921,37,0
angola,2011,-15.499702,17.969204,AGO.5,AGO.5.7,-0.87233978509903,37,0
angola,2011,-16.219002,17.676093,AGO.5,AGO.5.7,-1.23004925251007,37,0
angola,2011,-15.812094,17.51968,AGO.5,AGO.5.7,-1.20299100875854,24,0
angola,2011,-15.874966,17.406166,AGO.5,AGO.5.7,-1.26909220218658,13,0
angola,2011,-15.300348,17.354066,AGO.5,AGO.5.7,-1.15796661376953,25,0
angola,2011,-16.296247,22.043261,AGO.5,AGO.5.9,-1.07558178901672,37,0
angola,2011,-16.363459,22.002347,AGO.5,AGO.5.9,-1.10103976726532,34,0
angola,2011,-11.433788,20.167403,AGO.15,AGO.15.2,-0.836628794670105,37,0
angola,2011,-11.33952,20.184083,AGO.15,AGO.15.2,-0.59268707036972,37,0
angola,2011,-14.178899,21.394238,AGO.15,AGO.15.8,-1.00306391716003,37,0
angola,2011,-14.135031,21.503647,AGO.15,AGO.15.8,-1.02522885799408,37,0
angola,2011,-11.886975,22.924998,AGO.15,AGO.15.1,-1.090052485466,37,0
angola,2011,-11.915085,22.876838,AGO.15,AGO.15.1,-1.01936089992523,37,0
angola,2011,-10.719151,22.202101,AGO.15,AGO.15.5,-0.256668001413345,37,0
angola,2011,-10.691041,22.233159,AGO.15,AGO.15.5,-0.0876544490456581,37,0
angola,2011,-16.747716,14.987153,AGO.8,AGO.8.6,0.211549818515778,36,0
angola,2011,-16.688241,15.01652,AGO.8,AGO.8.6,-1.1446328163147,12,0
angola,2011,-17.10727,14.731981,AGO.8,AGO.8.6,-1.16648209095001,37,0
angola,2011,-17.277097,14.603176,AGO.8,AGO.8.6,-1.25818300247192,36,0
angola,2011,-16.569325,13.935462,AGO.8,AGO.8.1,-1.11952424049377,37,0
angola,2011,-16.432445,13.879785,AGO.8,AGO.8.1,-1.19205212593079,31,0
angola,2011,-15.052206,13.563021,AGO.10,AGO.10.10,-0.900944113731384,30,0
angola,2011,-15.05934,13.55733,AGO.10,AGO.10.10,-0.801721632480621,37,0
angola,2011,-14.703161,13.854702,AGO.10,AGO.10.10,-0.710649311542511,37,0
angola,2011,-14.700672,13.857399,AGO.10,AGO.10.10,-0.491313308477402,37,0
angola,2011,-15.352912,13.985749,AGO.10,AGO.10.3,-0.579489648342133,37,0
angola,2011,-15.374823,14.003732,AGO.10,AGO.10.3,-0.502918541431427,37,0
angola,2011,-13.848003,14.492118,AGO.10,AGO.10.2,-0.65778648853302,36,0
angola,2011,-13.858824,14.505897,AGO.10,AGO.10.2,-0.986010551452637,37,0
angola,2011,-14.854868,14.541673,AGO.10,AGO.10.13,-0.539738237857819,37,0
angola,2011,-14.82908,14.543073,AGO.10,AGO.10.13,-0.289916187524796,32,0
angola,2011,-14.744015,15.024417,AGO.10,AGO.10.11,-0.913845539093018,36,0
angola,2011,-14.786573,14.932136,AGO.10,AGO.10.11,-0.743605434894562,37,0
angola,2011,-14.222603,14.877484,AGO.10,AGO.10.4,-0.819722712039948,37,0
angola,2011,-14.009649,14.971961,AGO.10,AGO.10.1,-0.826906085014343,37,0
angola,2011,-15.753388,13.883774,AGO.10,AGO.10.6,-0.210351467132568,37,0
angola,2011,-15.750301,13.865579,AGO.10,AGO.10.6,-0.55951315164566,37,0
angola,2011,-15.785221,12.099683,AGO.16,AGO.16.4,-0.661220967769623,36,0
angola,2011,-15.784844,12.102887,AGO.16,AGO.16.4,-0.737723767757416,34,0
angola,2011,-14.117284,13.235936,AGO.16,AGO.16.2,-1.03021395206451,32,0
angola,2011,-14.084452,13.298436,AGO.16,AGO.16.2,-0.840183556079865,31,0
angola,2011,-8.817997,13.233722,AGO.11,AGO.11.3,2.13965368270874,27,1
angola,2011,-8.823097,13.229825,AGO.11,AGO.11.3,2.39352989196777,28,1
angola,2011,-8.816141,13.23632,AGO.11,AGO.11.3,2.47592210769653,34,1
angola,2011,-8.813405,13.244106,AGO.11,AGO.11.3,1.15836322307587,34,1
angola,2011,-8.840443,13.224205,AGO.11,AGO.11.5,1.80963087081909,34,1
angola,2011,-8.827519,13.225791,AGO.11,AGO.11.5,1.85235702991486,35,1
angola,2011,-8.846415,13.224051,AGO.11,AGO.11.5,1.99294483661652,22,1
angola,2011,-8.875834,13.231401,AGO.11,AGO.11.4,1.38676726818085,28,1
angola,2011,-8.835869,13.210838,AGO.11,AGO.11.7,1.57732355594635,35,1
angola,2011,-8.832266,13.221907,AGO.11,AGO.11.5,1.99323892593384,30,1
angola,2011,-8.826286,13.228105,AGO.11,AGO.11.5,1.59564912319183,28,1
angola,2011,-8.833632,13.229804,AGO.11,AGO.11.5,1.5986499786377,26,1
angola,2011,-8.856284,13.211205,AGO.11,AGO.11.5,1.49419701099396,36,1
angola,2011,-8.87411,13.197329,AGO.11,AGO.11.5,1.45406448841095,33,1
angola,2011,-8.868386,13.208145,AGO.11,AGO.11.5,1.70844566822052,32,1
angola,2011,-8.82389,13.248606,AGO.11,AGO.11.6,1.32809269428253,35,1
angola,2011,-8.816697,13.259242,AGO.11,AGO.11.6,1.97760713100433,37,1
angola,2011,-8.815725,13.261332,AGO.11,AGO.11.8,1.21171367168427,37,1
angola,2011,-8.811948,13.266252,AGO.11,AGO.11.8,1.5292501449585,35,1
angola,2011,-8.813852,13.254427,AGO.11,AGO.11.3,2.19922780990601,28,1
angola,2011,-8.809344,13.260851,AGO.11,AGO.11.8,2.15812921524048,36,1
angola,2011,-8.789044,13.288926,AGO.11,AGO.11.8,1.62899172306061,37,1
angola,2011,-8.806689,13.29555,AGO.11,AGO.11.2,1.01627063751221,37,1
angola,2011,-8.83616,13.262736,AGO.11,AGO.11.6,1.63160455226898,36,1
angola,2011,-8.83683,13.267561,AGO.11,AGO.11.6,1.92574214935303,33,1
angola,2011,-8.846789,13.243329,AGO.11,AGO.11.5,2.04141497612,36,1
angola,2011,-8.827348,13.260334,AGO.11,AGO.11.6,1.41397392749786,36,1
angola,2011,-8.84793,13.244764,AGO.11,AGO.11.5,1.31284129619598,37,1
angola,2011,-8.865831,13.273651,AGO.11,AGO.11.4,1.59246265888214,37,1
angola,2011,-8.864,13.240764,AGO.11,AGO.11.4,1.05676901340485,32,1
angola,2011,-8.872391,13.268747,AGO.11,AGO.11.4,1.54771316051483,37,1
angola,2011,-8.864989,13.274756,AGO.11,AGO.11.4,1.70628917217255,37,1
angola,2011,-8.856465,13.26412,AGO.11,AGO.11.4,1.8748939037323,37,1
angola,2011,-8.882478,13.2459,AGO.11,AGO.11.4,1.56408417224884,37,1
angola,2011,-8.867516,13.244991,AGO.11,AGO.11.4,0.799516141414642,35,1
angola,2011,-8.834056,13.209744,AGO.11,AGO.11.7,1.4746025800705,35,1
angola,2011,-8.816916,13.220078,AGO.11,AGO.11.3,1.89140689373016,36,1
angola,2011,-9.004158,13.205266,AGO.11,AGO.11.7,0.158698976039886,32,0
angola,2011,-8.947241,13.196158,AGO.11,AGO.11.7,1.70110952854156,36,1
angola,2011,-8.788449,13.343461,AGO.11,AGO.11.1,1.34830367565155,36,1
angola,2011,-8.780709,13.371478,AGO.11,AGO.11.1,0.98741227388382,35,1
angola,2011,-8.909398,13.360441,AGO.11,AGO.11.9,2.23700642585754,33,1
angola,2011,-8.911528,13.35434,AGO.11,AGO.11.9,0.991173565387726,34,1
angola,2011,-8.906169,13.347171,AGO.11,AGO.11.9,1.47247433662415,36,1
angola,2011,-8.924589,13.351689,AGO.11,AGO.11.9,1.24541461467743,35,1
angola,2011,-8.872989,13.353201,AGO.11,AGO.11.9,1.29460954666138,37,1
angola,2011,-8.914535,13.352352,AGO.11,AGO.11.9,1.16622614860535,34,1
angola,2011,-8.9001,13.381235,AGO.11,AGO.11.9,1.47427260875702,37,1
angola,2011,-8.788655,13.312563,AGO.11,AGO.11.1,1.38247418403625,35,1
angola,2011,-8.826405,13.273063,AGO.11,AGO.11.6,1.46178138256073,32,1
angola,2011,-8.801185,13.282126,AGO.11,AGO.11.2,2.22018694877625,31,1
angola,2011,-8.825431,13.268597,AGO.11,AGO.11.6,1.97440695762634,37,1
angola,2011,-8.800267,13.336221,AGO.11,AGO.11.1,1.43245673179626,33,1
angola,2011,-8.804814,13.322053,AGO.11,AGO.11.1,1.2948933839798,35,1
angola,2011,-8.799253,13.33084,AGO.11,AGO.11.1,1.28360235691071,35,1
angola,2011,-8.776135,13.317466,AGO.11,AGO.11.1,1.47000765800476,35,1
angola,2015,-12.101381,14.140703,AGO.2,AGO.2.4,-0.992088079452515,26,0
angola,2015,-9.663518,20.377014,AGO.13,AGO.13.4,0.840118885040283,26,1
angola,2015,-8.928897,13.299542,AGO.11,AGO.11.9,1.71024131774902,10,1
angola,2015,-14.287585,17.621653,AGO.5,AGO.5.7,-0.436499625444412,26,0
angola,2015,-14.211038,13.546263,AGO.16,AGO.16.1,-0.981814742088318,26,0
angola,2015,-5.562043,12.211461,AGO.4,AGO.4.3,1.68470525741577,25,1
angola,2015,-5.580166,12.191222,AGO.4,AGO.4.3,1.75976896286011,25,1
angola,2015,-12.353335,14.778694,AGO.2,AGO.2.2,0.162535086274147,22,1
angola,2015,-11.61019,14.460758,AGO.7,AGO.7.10,-0.818060874938965,24,0
angola,2015,-8.828197,13.3354,AGO.11,AGO.11.1,1.25271463394165,25,1
angola,2015,-8.888833,13.353182,AGO.11,AGO.11.9,1.92006206512451,23,1
angola,2015,-14.236392,12.415434,AGO.16,AGO.16.3,-0.225436747074127,23,0
angola,2015,-9.096904,15.741176,AGO.14,AGO.14.2,-0.923728704452515,26,0
angola,2015,-14.666671,17.686694,AGO.5,AGO.5.7,-0.0307060964405537,26,1
angola,2015,-14.921756,13.510776,AGO.10,AGO.10.10,1.79235851764679,26,1
angola,2015,-8.908463,20.259352,AGO.12,AGO.12.8,-1.01478171348572,20,0
angola,2015,-12.275742,16.026318,AGO.9,AGO.9.1,-0.798326969146729,26,0
angola,2015,-9.553536,16.389127,AGO.14,AGO.14.9,1.25698363780975,26,1
angola,2015,-13.705202,14.597441,AGO.10,AGO.10.2,-0.870300054550171,26,0
angola,2015,-15.341305,21.485585,AGO.15,AGO.15.8,-0.926760673522949,26,0
angola,2015,-8.697084,19.727543,AGO.12,AGO.12.6,-1.19652152061462,22,0
angola,2015,-7.374192,20.809691,AGO.12,AGO.12.4,2.07098865509033,23,1
angola,2015,-8.910589,13.45499,AGO.11,AGO.11.9,0.766207575798035,24,0
angola,2015,-10.561233,17.424434,AGO.14,AGO.14.8,-0.57768326997757,25,0
angola,2015,-8.881348,13.315149,AGO.11,AGO.11.9,1.92256700992584,26,1
angola,2015,-6.819462,13.327338,AGO.18,AGO.18.6,0.940209269523621,19,1
angola,2015,-10.151903,19.264746,AGO.13,AGO.13.1,-0.421195209026337,26,1
angola,2015,-8.461192,20.71533,AGO.12,AGO.12.8,-0.138812467455864,25,1
angola,2015,-10.403526,15.529566,AGO.7,AGO.7.8,-0.539864301681519,16,0
angola,2015,-9.643511,20.405183,AGO.13,AGO.13.4,-0.0864738672971725,26,1
angola,2015,-12.37901,16.920537,AGO.3,AGO.3.8,0.450461357831955,25,1
angola,2015,-14.338805,14.955619,AGO.10,AGO.10.4,-0.498582988977432,26,0
angola,2015,-8.883894,13.220594,AGO.11,AGO.11.4,1.67649567127228,22,1
angola,2015,-8.586355,13.656795,AGO.1,AGO.1.2,1.52975165843964,26,1
angola,2015,-9.674744,20.379196,AGO.13,AGO.13.4,-0.18580923974514,26,1
angola,2015,-9.531624,16.334123,AGO.14,AGO.14.9,1.57330369949341,26,1
angola,2015,-13.268225,16.286991,AGO.9,AGO.9.9,-0.927974224090576,23,0
angola,2015,-12.538077,13.48618,AGO.2,AGO.2.3,1.27027654647827,23,1
angola,2015,-10.08032,17.556974,AGO.14,AGO.14.3,-0.276529014110565,23,1
angola,2015,-13.970785,13.681502,AGO.10,AGO.10.12,-0.994631230831146,26,0
angola,2015,-14.744742,17.72352,AGO.5,AGO.5.7,-0.680787324905396,26,0
angola,2015,-8.924553,13.172158,AGO.11,AGO.11.7,2.24707508087158,26,1
angola,2015,-9.045968,16.000738,AGO.14,AGO.14.2,-0.601799309253693,25,0
angola,2015,-8.879486,13.295112,AGO.11,AGO.11.4,2.01838231086731,15,1
angola,2015,-9.685429,14.441534,AGO.6,AGO.6.5,1.2455780506134,23,1
angola,2015,-12.473333,14.156655,AGO.2,AGO.2.4,-0.664640605449677,23,1
angola,2015,-15.210033,12.164757,AGO.16,AGO.16.3,0.516152620315552,26,1
angola,2015,-13.592402,13.946598,AGO.2,AGO.2.6,0.363805949687958,24,1
angola,2015,-15.117018,12.150391,AGO.16,AGO.16.3,0.07408157736063,24,1
angola,2015,-17.048687,16.503162,AGO.8,AGO.8.5,-0.926712393760681,26,0
angola,2015,-8.466017,15.260658,AGO.6,AGO.6.3,-0.366297990083694,24,1
angola,2015,-11.11256,23.708107,AGO.15,AGO.15.1,-0.660987973213196,18,0
angola,2015,-6.14914,12.359349,AGO.18,AGO.18.5,1.00487887859344,16,1
angola,2015,-9.677145,20.395768,AGO.13,AGO.13.4,0.847587108612061,26,1
angola,2015,-6.257807,14.21544,AGO.18,AGO.18.2,0.0811834558844566,18,1
angola,2015,-10.899427,16.091439,AGO.7,AGO.7.6,-0.419854015111923,16,0
angola,2015,-6.1072,14.628845,AGO.18,AGO.18.1,0.0676510483026505,25,1
angola,2015,-9.551154,16.360042,AGO.14,AGO.14.9,1.26608240604401,23,1
angola,2015,-12.757253,15.756708,AGO.9,AGO.9.5,2.03161025047302,20,1
angola,2015,-8.424109,20.735781,AGO.12,AGO.12.8,0.854675054550171,21,1
angola,2015,-15.186579,12.172009,AGO.16,AGO.16.3,1.74781095981598,26,1
angola,2015,-12.64765,13.377255,AGO.2,AGO.2.3,1.09580361843109,24,1
angola,2015,-9.004046,20.412949,AGO.12,AGO.12.8,-0.600243031978607,26,0
angola,2015,-8.780813,18.00381,AGO.12,AGO.12.5,-0.437932670116425,20,1
angola,2015,-17.193086,15.590494,AGO.8,AGO.8.2,-0.569460809230804,24,0
angola,2015,-8.808396,13.33674,AGO.11,AGO.11.1,1.30771827697754,21,1
angola,2015,-4.766244,12.51069,AGO.4,AGO.4.2,0.622179865837097,21,0
angola,2015,-8.845366,13.326872,AGO.11,AGO.11.1,1.39914536476135,26,1
angola,2015,-8.888918,13.483642,AGO.11,AGO.11.9,2.41503953933716,26,1
angola,2015,-15.224634,12.176025,AGO.16,AGO.16.3,0.624659240245819,25,1
angola,2015,-6.136926,12.35474,AGO.18,AGO.18.5,0.402161359786987,20,1
angola,2015,-9.320071,14.906135,AGO.6,AGO.6.6,1.63002264499664,24,1
angola,2015,-11.75671,19.922087,AGO.15,AGO.15.9,0.627189099788666,22,1
angola,2015,-6.142472,12.3597,AGO.18,AGO.18.5,0.927460849285126,20,1
angola,2015,-7.487095,16.22542,AGO.17,AGO.17.1,-0.862545192241669,26,0
angola,2015,-8.615344,13.546773,AGO.1,AGO.1.2,1.18750083446503,25,0
angola,2015,-4.653519,12.731428,AGO.4,AGO.4.1,0.46171373128891,17,0
angola,2015,-6.613281,15.776278,AGO.17,AGO.17.4,-0.887658059597015,25,0
angola,2015,-15.644771,20.891849,AGO.5,AGO.5.9,-0.598328590393066,24,0
angola,2015,-8.441921,20.717824,AGO.12,AGO.12.8,-0.357177495956421,25,1
angola,2015,-12.586147,13.427717,AGO.2,AGO.2.3,1.64208889007568,25,1
angola,2015,-5.601466,12.191756,AGO.4,AGO.4.3,1.75407111644745,25,1
angola,2015,-15.200578,12.168686,AGO.16,AGO.16.3,1.48762774467468,26,1
angola,2015,-17.957551,20.938078,AGO.5,AGO.5.5,-0.996087670326233,26,0
angola,2015,-10.71007,22.213614,AGO.15,AGO.15.5,-0.211427167057991,21,1
angola,2015,-11.775803,19.900256,AGO.15,AGO.15.9,1.45404553413391,26,1
angola,2015,-12.43178,16.778168,AGO.3,AGO.3.8,-0.387016206979752,16,0
angola,2015,-15.142602,12.177361,AGO.16,AGO.16.3,0.954135000705719,24,1
angola,2015,-17.778163,19.187323,AGO.5,AGO.5.2,-0.755380690097809,26,0
